Site_ID,Site_Name,Sample_Name,Field_Staff,Date,Time_Zone,Time_Arriving,Time_Leaving,Latitude,Longitude,GPS_Accuracy,Manta_Time_Turned_On,Manta_Start_Time,Manta_End_Time,Manta_Time_Turned_Off,Manta_SN,BaroTROLL_Time_Turned_On,BaroTROLL_Start_Time,BaroTroll_End_Time,BaroTroll_Time_Turned_Off,BaroTroll_SN,YSI_SN,Notes
T42,Naches River Craig Road 2,RC2_0015,Lupita_Renteria; Aaron_Pelly,5/6/2021,PST,12:52:00,-9999,46.72883,-120.713627,16,9:16:00,12:58,13:20,17:59,03214655L,8:00:00,12:55:00,13:20,21:00:00,801493,15K100760,"Unable to download spectrolyzer data. Screen stopped working. Post-field (meta)data sheet corrections (by S. Fulton): 1) Time zone manually recorded incorrectly in the field on the (meta)data sheet as ""PST"" when it was actually PDT; and all time stamps were manually recorded incorrectly in PDT with very few exceptions (see #4; below). The time zone on the (meta)data sheet has been manually corrected to ""PDT"" and time stamps left ""as is;"" but the time zone and  all time stamps on this (meta)data sheet were correctly digitized in the Google Form in PST. 2) Photograph time stamps are in PDT. 3) Manta logging was manually turned on upon arrival at the American River site and manually turned off upon departure from the Yakima River at Kiona site. “Time turned on” and “Time turned off” time stamps were not entered on the (meta)data sheet. On May 24; 2021; RC-2 discovered that the time stamps are wrong in log file ""2021-05-06_MANTA_4655L.LOG"": the time stamps are two (2) hours ahead of PST. The missing “Time turned on” time stamp was determined from the American River (meta) data sheet and digitized correctly in PST in the Google Form by subtracting one (1) hour. The missing Time turned off” time stamp was determined from the log file and digitized correctly in PST in the Google Form by subtracting 2 hours from the logged stop time stamp. 4) BaroTROLL was programmed to log data in 12-hr time from 8:00 AM to 9:00 PM PST. “Time turned on” was correctly manually recorded in PST in the field on the (meta)data sheet; but “Time started” and “Time done” were incorrectly recorded manually in PDT. “Time turned off” was not recorded. The “Time started” and “Time done” time stamps were digitized correctly in PST in the Google Form. The missing “Time turned off” time stamp was determined from the log file; converted to 24-hr time; and correctly digitized in PST on the Google Form."
T03,Yakima at Union Gap,RC2_0016,Lupita_Renteria; Aaron_Pelly,5/6/2021,PST,15:15:00,15:48:00,46.530559,-120.470658,20,9:16:00,15:15,15:46,17:59,03214655L,8:00:00,15:15:00,15:41,21:00:00,801493,15K100760,"No spectrolyzer data. Issue with screen.
Post-field (meta)data sheet corrections (by S. Fulton):
1)	Time zone manually recorded incorrectly in the field on the (meta)data sheet as “PST” when it was actually PDT; and all time stamps were manually recorded incorrectly in PDT . The time zone on the (meta)data sheet has been manually corrected to ""PDT"" and time stamps left ""as is;"" but the time zone and all time stamps on this (meta)data sheet were correctly digitized in the Google Form in PST.
2)	Photograph time stamps are in PDT.
3)	Manta logging was manually turned on upon arrival at the American River site and manually turned off upon departure from the Yakima River at Kiona site. “Time turned on” and “Time turned off” time stamps were not entered on the (meta)data sheet. On May 24; 2021; RC-2 discovered that the time stamps are wrong in log file ""2021-05-06_MANTA_4655L.LOG"": the time stamps are two (2) hours ahead of PST. The missing “Time turned on” time stamp was determined from the American River (meta) data sheet and digitized correctly in PST in the Google Form by subtracting one (1) hour. The missing Time turned off” time stamp was determined from the log file and digitized correctly in PST in the Google Form by subtracting 2 hours from the logged stop time stamp.
4)	BaroTROLL was programmed to log data in 12-hr time from 8:00 AM to 9:00 PM PST. “Time turned on” and “Time turned off” were not recorded on the (meta)data sheet. These missing time stamps were determined from the log file; converted to 24-hr time; and correctly digitized in PST on the Google Form."
T02,Yakima at Mabton,RC2_0017,Lupita_Renteria; Aaron_Pelly,5/6/2021,PST,15:59:00,16:28:00,46.232025,-120.000282,15,9:16:00,16:00,16:25,17:59,03214655L,8:00:00,16:00:00,16:25,21:00:00,801493,15K100760,"No spectrolyzer data. Issues with screen.
Post-field (meta)data sheet corrections (by S. Fulton):
1)	Time zone manually recorded incorrectly in the field on the (meta)data sheet as “PST” when it was actually PDT; and all time stamps were manually recorded incorrectly in PDT . The time zone on the (meta)data sheet has been manually corrected to ""PDT"" and time stamps left ""as is;"" but the time zone and all time stamps on this (meta)data sheet were correctly digitized in the Google Form in PST.
2)	Photograph time stamps are in PDT.
3)	Manta logging was manually turned on upon arrival at the American River site and manually turned off upon departure from the Yakima River at Kiona site. “Time turned on” and “Time turned off” time stamps were not entered on the (meta)data sheet. On May 24; 2021; RC-2 discovered that the time stamps are wrong in log file ""2021-05-06_MANTA_4655L.LOG"": the time stamps are two (2) hours ahead of PST. The missing “Time turned on” time stamp was determined from the American River (meta) data sheet and digitized correctly in PST in the Google Form by subtracting one (1) hour. The missing Time turned off” time stamp was determined from the log file and digitized correctly in PST in the Google Form by subtracting 2 hours from the logged stop time stamp.
4)	BaroTROLL was programmed to log data in 12-hr time from 8:00 AM to 9:00 PM PST. “Time turned on” and “Time turned off” were not recorded on the (meta)data sheet. These missing time stamps were determined from the log file; converted to 24-hr time; and correctly digitized in PST on the Google Form."
T07,Yakima at Kiona,RC2_0018,Lupita_Renteria; Aaron_Pelly,5/6/2021,PST,17:20:00,17:50:00,46.254249,-119.473529,15,9:16:00,17:25,17:47,17:59,03214655L,8:00:00,17:25:00,17:47,21:00:00,801493,15K100760,"No spectrolyzer data. Issue with screen.
Post-field (meta)data sheet corrections (by S. Fulton):
1)	Time zone manually recorded incorrectly in the field on the (meta)data sheet as ""PST"" when it was actually PDT; and all time stamps were manually recorded incorrectly in PDT with very few exceptions (see #4; below). The time zone on the (meta)data sheet has been manually corrected to ""PDT"" and time stamps left ""as is;"" but the time zone and all time stamps on this (meta)data sheet were correctly digitized in the Google Form in PST.
2)	Photograph time stamps are in PDT.
3)	Manta logging was manually turned on upon arrival at the American River site and manually turned off upon departure from the Yakima River at Kiona site. “Time turned on” and “Time turned off” time stamps were not entered on the (meta)data sheet. On May 24; 2021; RC-2 discovered that the time stamps are wrong in log file ""2021-05-06_MANTA_4655L.LOG"": the time stamps are two (2) hours ahead of PST. Missing “Time turned on” and “Time turned off” time stamps were determined from the American River (meta) data sheet and the log file; respectively; and digitized correctly in PST in the Google Form by subtracting 2 hours from the logged start/stop time stamps.
4)	BaroTROLL was programmed to log data in 12-hr time from 8:00 AM to 9:00 PM PST. “Time turned on” was correctly manually recorded in PST in the field on the (meta)data sheet; but “Time started” and “Time done” were incorrectly recorded manually in PDT. “Time turned off” was not recorded. The “Time started” and “Time done” time stamps were digitized correctly in PST in the Google Form. The missing “Time turned off” time stamp was determined from the log file; converted to 24-hr time; and correctly digitized in PST on the Google Form."
T06,American River,RC2_0007,Stephanie_Fulton; Lupita_Renteria,4/28/2021,PST,9:52:00,10:57:00,46.977587,-121.168384,14,9:57:00,10:01,10:54,17:58,03214653L,7:02:00,10:03:00,10:54,17:02:00,801493,15K100760,"YSI used instead of minidot. Post-field (meta)data sheet corrections (by S. Fulton): 1) Time zone manually recorded incorrectly in the field on the (meta)data sheet as ""PST"" when it was actually PDT; and all time stamps were manually recorded incorrectly in PDT with very few exceptions (see #4; below). The time zone on the (meta)data sheet has been manually corrected to ""PDT"" and time stamps left ""as is;"" but the time zone and all time stamps on this (meta)data sheet were correctly digitized in the Google Form in PST. 2) Photograph time stamps are in PDT. 3) Manta logging was manually turned on upon arrival at the American River site and manually turned off upon departure from the Yakima River at Kiona site. On May 24; 2021; RC-2 discovered that the time stamps are wrong in log file ""2021-04-28_MANTA_4653L.LOG"": the time stamps are one (1) hour ahead of PST. The correct “Time turned on” and “Time turned off” time stamps were digitized correctly in PST in the Google Form by subtracting 1 hour from the logged start/stop time stamps. 4) BaroTROLL was programmed to log data in 12-hr time from 10:00 AM to 8:00 PM PST (10 hrs); and the “Time turned on” time stamp was manually recorded in PST on the (meta)data sheets in the field. “Time turned off” time stamp was not entered on the (meta)data sheet. However; on June 1; 2021; RC-2 discovered that logging had been started manually in error. As a result; the logged data only covers the 10-hr time frame from 07:02 AM to 05:02 PM; which doesn’t cover the entire sampling event. The correct “Time turned on” and “Time turned off” time stamps were determined from the log file; converted to 24-hr time; and correctly digitized in PST on the Google Form."
T05P,Little Naches at Nile,RC2_0008,Stephanie_Fulton; Lupita_Renteria,4/28/2021,PST,11:20:00,11:51:00,46.988794,-121.098129,15,9:57:00,11:24,11:38,17:58,03214653L,7:02:00,11:24:00,11:48,17:02:00,801493,15K100760,"YSI used instead of minidot.
Post-field (meta)data sheet corrections (by S. Fulton):
1)	Time zone manually recorded incorrectly in the field on the (meta)data sheet as ""PST"" when it was actually PDT; and all time stamps were manually recorded incorrectly in PDT with very few exceptions (see #4; below). The time zone on the (meta)data sheet has been manually corrected to ""PDT"" and time stamps left ""as is;"" but the time zone and all time stamps on this (meta)data sheet were correctly digitized in the Google Form in PST.
2)	Photograph time stamps are in PDT.
3)	Manta logging was manually turned on upon arrival at the American River site and manually turned off upon departure from the Yakima River at Kiona site. On May 24; 2021; RC-2 discovered that the time stamps are wrong in log file ""2021-04-28_MANTA_4653L.LOG"": the time stamps are one (1) hour ahead of PST. The correct “Time turned on” and “Time turned off” time stamps were digitized correctly in PST in the Google Form by subtracting 1 hour from the logged start/stop time stamps.
4)	BaroTROLL was programmed to log data in 12-hr time from 10:00 AM to 8:00 PM PST (10 hrs); and the “Time turned on” time stamp was manually recorded in PST on the (meta)data sheets in the field. “Time turned off” time stamp was not entered on the (meta)data sheet. However; on June 1; 2021; RC-2 discovered that logging had been started manually in error. As a result; the logged data only covers the 10-hr time frame from 07:02 AM to 05:02 PM; which doesn’t cover the entire sampling event. The correct “Time turned on” and “Time turned off” time stamps were determined from the log file; converted to 24-hr time; and correctly digitized in PST on the Google Form."
T42,Naches River Craig Road 2,RC2_0009,Stephanie_Fulton; Lupita_Renteria,4/28/2021,PST,13:05:00,13:32:00,46.728849,-120.713589,16,9:57:00,13:11,13:27,17:58,03214653L,7:02:00,13:09:00,13:28,17:02:00,801493,15K100760,"YSI used intead of minidot.
Post-field (meta)data sheet corrections (by S. Fulton):
1)	Time zone manually recorded incorrectly in the field on the (meta)data sheet as ""PST"" when it was actually PDT; and all time stamps were manually recorded incorrectly in PDT with very few exceptions (see #4; below). The time zone on the (meta)data sheet has been manually corrected to ""PDT"" and time stamps left ""as is;"" but the time zone and all time stamps on this (meta)data sheet were correctly digitized in the Google Form in PST.
2)	Photograph time stamps are in PDT.
3)	Manta logging was manually turned on upon arrival at the American River site and manually turned off upon departure from the Yakima River at Kiona site. On May 24; 2021; RC-2 discovered that the time stamps are wrong in log file ""2021-04-28_MANTA_4653L.LOG"": the time stamps are one (1) hour ahead of PST. The correct “Time turned on” and “Time turned off” time stamps were digitized correctly in PST in the Google Form by subtracting 1 hour from the logged start/stop time stamps.
4)	BaroTROLL was programmed to log data in 12-hr time from 10:00 AM to 8:00 PM PST (10 hrs); and the “Time turned on” time stamp was manually recorded in PST on the (meta)data sheets in the field. “Time turned off” time stamp was not entered on the (meta)data sheet. However; on June 1; 2021; RC-2 discovered that logging had been started manually in error. As a result; the logged data only covers the 10-hr time frame from 07:02 AM to 05:02 PM; which doesn’t cover the entire sampling event. The correct “Time turned on” and “Time turned off” time stamps were determined from the log file; converted to 24-hr time; and correctly digitized in PST on the Google Form."
T03,Yakima at Union Gap,RC2_0010,Stephanie_Fulton; Lupita_Renteria,4/28/2021,PST,14:22:00,14:55:00,46.530571,-120.470627,16,9:57:00,14:28,14:52,17:58,03214653L,7:02:00,14:22:00,14:52,17:02:00,801493,15K100760,"YSI used instead of minidot.
Post-field (meta)data sheet corrections (by S. Fulton):
1)	Time zone manually recorded incorrectly in the field on the (meta)data sheet as ""PST"" when it was actually PDT; and all time stamps were manually recorded incorrectly in PDT with very few exceptions (see #4; below). The time zone on the (meta)data sheet has been manually corrected to ""PDT"" and time stamps left ""as is;"" but the time zone and all time stamps on this (meta)data sheet were correctly digitized in the Google Form in PST.
2)	Photograph time stamps are in PDT.
3)	Manta logging was manually turned on upon arrival at the American River site and manually turned off upon departure from the Yakima River at Kiona site. On May 24; 2021; RC-2 discovered that the time stamps are wrong in log file ""2021-04-28_MANTA_4653L.LOG"": the time stamps are one (1) hour ahead of PST. The correct “Time turned on” and “Time turned off” time stamps were digitized correctly in PST in the Google Form by subtracting 1 hour from the logged start/stop time stamps.
4)	BaroTROLL was programmed to log data in 12-hr time from 10:00 AM to 8:00 PM PST (10 hrs); and the “Time turned on” time stamp was manually recorded in PST on the (meta)data sheets in the field. “Time turned off” time stamp was not entered on the (meta)data sheet. However; on June 1; 2021; RC-2 discovered that logging had been started manually in error. As a result; the logged data only covers the 10-hr time frame from 07:02 AM to 05:02 PM; which doesn’t cover the entire sampling event. The correct “Time turned on” and “Time turned off” time stamps were determined from the log file; converted to 24-hr time; and correctly digitized in PST on the Google Form."
T02,Yakima at Mabton,RC2_0011,Stephanie_Fulton; Lupita_Renteria,4/28/2021,PST,16:00:00,16:30:00,46.232042,-120.000263,16,9:57:00,16:14,16:25,17:58,03214653L,7:02:00,16:04:00,16:29,17:02:00,801493,15K100760,"YSI used instead of minidot.
Post-field (meta)data sheet corrections (by S. Fulton):
1)	Time zone manually recorded incorrectly in the field on the (meta)data sheet as ""PST"" when it was actually PDT; and all time stamps were manually recorded incorrectly in PDT with very few exceptions (see #4; below). The time zone on the (meta)data sheet has been manually corrected to ""PDT"" and time stamps left ""as is;"" but the time zone and all time stamps on this (meta)data sheet were correctly digitized in the Google Form in PST.
2)	Photograph time stamps are in PDT.
3)	Manta logging was manually turned on upon arrival at the American River site and manually turned off upon departure from the Yakima River at Kiona site. On May 24; 2021; RC-2 discovered that the time stamps are wrong in log file ""2021-04-28_MANTA_4653L.LOG"": the time stamps are one (1) hour ahead of PST. The correct “Time turned on” and “Time turned off” time stamps were digitized correctly in PST in the Google Form by subtracting 1 hour from the logged start/stop time stamps.
4)	BaroTROLL was programmed to log data in 12-hr time from 10:00 AM to 8:00 PM PST (10 hrs); and the “Time turned on” time stamp was manually recorded in PST on the (meta)data sheets in the field. “Time turned off” time stamp was not entered on the (meta)data sheet. However; on June 1; 2021; RC-2 discovered that logging had been started manually in error. As a result; the logged data only covers the 10-hr time frame from 07:02 AM to 05:02 PM; which doesn’t cover the entire sampling event. The correct “Time turned on” and “Time turned off” time stamps were determined from the log file; converted to 24-hr time; and correctly digitized in PST on the Google Form."
T07,Yakima at Kiona,RC2_0012,Stephanie_Fulton; Lupita_Renteria,4/28/2021,PST,17:30:00,18:00:00,46.254185,-119.473584,16,9:57:00,17:31,17:56,17:58,03214653L,7:02:00,17:31:00,17:52,17:02:00,801493,15K100760,"YSI used instead of minidot.
Post-field (meta)data sheet corrections (by S. Fulton):
1)	Time zone manually recorded incorrectly in the field on the (meta)data sheet as ""PST"" when it was actually PDT; and all time stamps were manually recorded incorrectly in PDT with very few exceptions (see #4; below). The time zone on the (meta)data sheet has been manually corrected to ""PDT"" and time stamps left ""as is;"" but the time zone and all time stamps on this (meta)data sheet were correctly digitized in the Google Form in PST.
2)	Photograph time stamps are in PDT.
3)	Manta logging was manually turned on upon arrival at the American River site and manually turned off upon departure from the Yakima River at Kiona site. On May 24; 2021; RC-2 discovered that the time stamps are wrong in log file ""2021-04-28_MANTA_4653L.LOG"": the time stamps are one (1) hour ahead of PST. The correct “Time turned on” and “Time turned off” time stamps were digitized correctly in PST in the Google Form by subtracting 1 hour from the logged start/stop time stamps.
4)	BaroTROLL was programmed to log data in 12-hr time from 10:00 AM to 8:00 PM PST (10 hrs); and the “Time turned on” time stamp was manually recorded in PST on the (meta)data sheets in the field. “Time turned off” time stamp was not entered on the (meta)data sheet. However; on June 1; 2021; RC-2 discovered that logging had been started manually in error. As a result; the logged data only covers the 10-hr time frame from 07:02 AM to 05:02 PM; which doesn’t cover the entire sampling event. The correct “Time turned on” and “Time turned off” time stamps were determined from the log file; converted to 24-hr time; and correctly digitized in PST on the Google Form."
T06,American River,RC2_0001,Stephanie_Fulton; Lupita_Renteria,4/20/2021,PST,10:00:00,11:11:00,46.977668,-121.168495,33,10:19:00,10:24,11:02,11:05,03214653L,0:50:00,10:13:00,11:05,23:59:00,801493,15K100760,"Post-field (meta)data sheet corrections (by S. Fulton): 1) Time zone manually recorded incorrectly in the field on the (meta)data sheet as ""PST"" when it was actually PDT; and all time stamps were manually recorded incorrectly in PDT with very few exceptions (see #6; below). The time zone on the (meta)data sheet has been manually corrected to ""PDT"" and time stamps left ""as is;"" but the time zone and all time stamps on this (meta)data sheet were correctly digitized in the Google Form in PST. 2) Photograph time stamps are in PDT. 3) Did not collect Ultrameter TDS data. 4) MiniDOT sensors were used to collect DO data. As of 2021/06/13; the data was not entered in the Google Form due to the lack of data fields for the miniDOT. 5) Manta logging was manually turned on and off upon arrival and departure from the site; respectively. On May 24; 2021; RC-2 discovered that the time stamps are wrong in log file ""2021-04-20_to 2021-04-21_MANTA_4653L.LOG"": the time stamps are one (1) hour ahead of PST. All Manta time stamps recorded manually on the (meta)data sheet in the field were digitized correctly in PST in the Google Form. 6) BaroTROLL was programmed to log data in 12-hr time from 08:00 AM PST on 2021/04/20 to 8:00 PM PST on 2021/04/21 (36 hrs). “Time turned on” was correctly manually recorded in PST in the field on the (meta)data sheet; but “Time started” and “Time done” were incorrectly recorded manually in PDT. “Time turned off” was not recorded. The “Time started” and “Time done” time stamps were digitized correctly in PST in the Google Form. The missing “Time turned off” time stamp was determined from the log file; converted to 24-hr time; and correctly digitized in PST on the Google Form. However; on June 1; 2021; RC-2 discovered that logging had been started manually in error. As a result; the logged data only covers the 36-hr time frame from 12:50 AM PST (0:50 in 24-hr time) on 2021/04/20 to 12:50 PM PST on 2021/04/21; which doesn’t cover the entire sampling event on 2021/04/21. Also; due to the lack of a date field for “Time turned on” and “Time turned off” time stamps; 11:59 PM on 2021/04/20 was used as the “Time turned off” time stamp; was converted to 24-hr time; and correctly digitized in the Google Form."
T05P,Little Naches at Nile,RC2_0002,Stephanie_Fulton; Lupita_Renteria,4/20/2021,PST,11:20:00,12:30:00,46.988977,-121.098087,15,11:52:00,11:56,12:26,12:29,03214653L,0:50:00,11:50:00,12:26,23:59:00,801493,15K100760,"Post-field (meta)data sheet corrections (by S. Fulton): 1) Time zone manually recorded incorrectly in the field on the (meta)data sheet as ""PST"" when it was actually PDT; and all time stamps were manually recorded incorrectly in PDT with very few exceptions (see #6; below). The time zone on the (meta)data sheet has been manually corrected to ""PDT"" and time stamps left ""as is;"" but the time zone and all time stamps on this (meta)data sheet were correctly digitized in the Google Form in PST. 2) Photograph time stamps are in PDT. 3) Did not collect Ultrameter TDS data. 4) MiniDOT sensors were used to collect DO data. As of 2021/06/13; the data was not entered in the Google Form due to the lack of data fields for the miniDOT. 5) Manta logging was manually turned on and off upon arrival and departure from the site; respectively. On May 24; 2021; RC-2 discovered that the time stamps are wrong in log file ""2021-04-20_to 2021-04-21_MANTA_4653L.LOG"": the time stamps are one (1) hour ahead of PST. All Manta time stamps recorded manually on the (meta)data sheet in the field were digitized correctly in PST in the Google Form. 6) BaroTROLL was programmed to log data in 12-hr time from 08:00 AM PST on 2021/04/20 to 8:00 PM PST on 2021/04/21 (36 hrs). “Time turned on” was correctly manually recorded in PST in the field on the (meta)data sheet; but “Time started” and “Time done” were incorrectly recorded manually in PDT. “Time turned off” was not recorded. The “Time started” and “Time done” time stamps were digitized correctly in PST in the Google Form. The missing “Time turned off” time stamp was determined from the log file; converted to 24-hr time; and correctly digitized in PST on the Google Form. However; on June 1; 2021; RC-2 discovered that logging had been started manually in error. As a result; the logged data only covers the 36-hr time frame from 12:50 AM PST (0:50 in 24-hr time) on 2021/04/20 to 12:50 PM PST on 2021/04/21; which doesn’t cover the entire sampling event on 2021/04/21. Also; due to the lack of a date field for “Time turned on” and “Time turned off” time stamps; 11:59 PM on 2021/04/20 was used as the “Time turned off” time stamp; was converted to 24-hr time; and correctly digitized in the Google Form. "
T41,Naches River Craig Road 1,RC2_0003,Stephanie_Fulton; Lupita_Renteria,4/20/2021,PST,13:20:00,14:18:00,46.72398,-120.700895,15,13:37:00,13:40,14:14,14:18,03214653L,0:50:00,13:37:00,14:13,23:59:00,801493,15K100760,"Post-field (meta)data sheet corrections (by S. Fulton): 1) Time zone manually recorded incorrectly in the field on the (meta)data sheet as ""PST"" when it was actually PDT; and all time stamps were manually recorded incorrectly in PDT with very few exceptions (see #6; below). The time zone on the (meta)data sheet has been manually corrected to ""PDT"" and time stamps left ""as is;"" but the time zone and all time stamps on this (meta)data sheet were correctly digitized in the Google Form in PST. 2) Photograph time stamps are in PDT. 3) Did not collect Ultrameter TDS data. 4) MiniDOT sensors were used to collect DO data. As of 2021/06/13; the data was not entered in the Google Form due to the lack of data fields for the miniDOT. 5) Manta logging was manually turned on and off upon arrival and departure from the site; respectively. On May 24; 2021; RC-2 discovered that the time stamps are wrong in log file ""2021-04-20_to 2021-04-21_MANTA_4653L.LOG"": the time stamps are one (1) hour ahead of PST. All Manta time stamps recorded manually on the (meta)data sheet in the field were digitized correctly in PST in the Google Form. 6) BaroTROLL was programmed to log data in 12-hr time from 08:00 AM PST on 2021/04/20 to 8:00 PM PST on 2021/04/21 (36 hrs). “Time turned on” was correctly manually recorded in PST in the field on the (meta)data sheet; but “Time started” and “Time done” were incorrectly recorded manually in PDT. “Time turned off” was not recorded. The “Time started” and “Time done” time stamps were digitized correctly in PST in the Google Form. The missing “Time turned off” time stamp was determined from the log file; converted to 24-hr time; and correctly digitized in PST on the Google Form. However; on June 1; 2021; RC-2 discovered that logging had been started manually in error. As a result; the logged data only covers the 36-hr time frame from 12:50 AM PST (0:50 in 24-hr time) on 2021/04/20 to 12:50 PM PST on 2021/04/21; which doesn’t cover the entire sampling event on 2021/04/21. Also; due to the lack of a date field for “Time turned on” and “Time turned off” time stamps; 11:59 PM on 2021/04/20 was used as the “Time turned off” time stamp; converted to 24-hr time; and correctly digitized in the Google Form."
T03,Yakima at Union Gap,RC2_0004,Stephanie_Fulton; Lupita_Renteria,4/21/2021,PST,8:00:00,9:11:00,46.530481,-120.470732,16,8:31:00,8:33,9:05,9:08,03214653L,0:00:00,8:36:00,9:07,12:50:00,801493,15K100760,"Post-field (meta)data sheet corrections (by S. Fulton): 1) Time zone manually recorded incorrectly in the field on the (meta)data sheet as ""PST"" when it was actually PDT; therefore all time stamps were manually recorded incorrectly in PDT with very few exceptions (see #6; below). The time zone on the (meta)data sheet has been manually corrected to ""PDT"" and time stamps left ""as is;"" but the time zone and all time stamps on this (meta)data sheet were correctly digitized in the Google Form in PST. 2) Photograph time stamps are in PDT. 3) Did not collect Ultrameter TDS data. 4) MiniDOT sensors were used to collect DO data instead of the YSI. As of 2021/06/14; the data was not entered in the Google Form due to the lack of data fields for the miniDOT. No YSI data available 2021/04/21. 5) Manta logging was manually turned on and off upon arrival and departure from the site; respectively. On May 24; 2021; RC-2 discovered that the time stamps are wrong in log file ""2021-04-20_to 2021-04-21_MANTA_4653L.LOG"": the time stamps are one (1) hour ahead of PST. All Manta time stamps recorded manually on the (meta)data sheet in the field were digitized correctly in PST in the Google Form. 6) BaroTROLL was programmed to log data in 12-hr time from 08:00 AM PST on 2021/04/20 to 8:00 PM PST on 2021/04/21 (36 hrs). “Time turned on” was correctly manually recorded in PST in the field on the (meta)data sheet; but “Time started” and “Time done” were incorrectly recorded manually in PDT. “Time turned off” was not recorded. The “Time started” and “Time done” time stamps were digitized correctly in PST in the Google Form. The missing “Time turned off” time stamp was determined from the log file; converted to 24-hr time; and correctly digitized in PST on the Google Form. However; on June 1; 2021; RC-2 discovered that logging had been started manually in error. As a result; the logged data only covers the 36-hr time frame from 12:50 AM PST (0:50 in 24-hr time) on 2021/04/20 to 12:50 PM PST on 2021/04/21; which doesn’t cover the entire sampling event on 2021/04/21. Also; due to the lack of a date field for “Time turned on” and “Time turned off” time stamps; 12:00 AM on 2021/04/21 was used as the “Time turned on” time stamp; converted to 24-hr time; and correctly digitized in the Google Form."
T02,Yakima at Mabton,RC2_0005,Stephanie_Fulton; Lupita_Renteria,4/21/2021,PST,10:58:00,12:04:00,46.232063,-120.000211,17,11:13:00,11:23,11:56,12:00,03214653L,0:00:00,11:23:00,11:56,12:50:00,801493,15K100760,"Battery for spectrolyzer died (no data collected). Samples for OCN; ICR; anions were collected fro ma 5-gal bucket. Post-field (meta)data sheet corrections (by S. Fulton): 1) Time zone manually recorded incorrectly in the field on the (meta)data sheet as ""PST"" when it was actually PDT; therefore all time stamps were manually recorded incorrectly in PDT with very few exceptions (see #6; below). The time zone on the (meta)data sheet has been manually corrected to ""PDT"" and time stamps left ""as is;"" but the time zone and all time stamps on this (meta)data sheet were correctly digitized in the Google Form in PST. 2) Photograph time stamps are in PDT. 3) Did not collect Ultrameter TDS data. 4) MiniDOT sensors were used to collect DO data instead of the YSI. As of 2021/06/14; the data was not entered in the Google Form due to the lack of data fields for the miniDOT. No YSI data available 2021/04/21. 5) Manta logging was manually turned on and off upon arrival and departure from the site; respectively. On May 24; 2021; RC-2 discovered that the time stamps are wrong in log file ""2021-04-20_to 2021-04-21_MANTA_4653L.LOG"": the time stamps are one (1) hour ahead of PST. All Manta time stamps recorded manually on the (meta)data sheet in the field were digitized correctly in PST in the Google Form. 6) BaroTROLL was programmed to log data in 12-hr time from 08:00 AM PST on 2021/04/20 to 8:00 PM PST on 2021/04/21 (36 hrs). “Time turned on” was correctly manually recorded in PST in the field on the (meta)data sheet; but “Time started” and “Time done” were incorrectly recorded manually in PDT. “Time turned off” was not recorded. The “Time started” and “Time done” time stamps were digitized correctly in PST in the Google Form. The missing “Time turned off” time stamp was determined from the log file; converted to 24-hr time; and correctly digitized in PST on the Google Form. However; on June 1; 2021; RC-2 discovered that logging had been started manually in error. As a result; the logged data only covers the 36-hr time frame from 12:50 AM PST (0:50 in 24-hr time) on 2021/04/20 to 12:50 PM PST on 2021/04/21; which doesn’t cover the entire sampling event on 2021/04/21. Also; due to the lack of a date field for “Time turned on” and “Time turned off” time stamps; 12:00 AM on 2021/04/21 was used as the “Time turned on” time stamp; converted to 24-hr time; and correctly digitized in the Google Form."
